chromosome	start	end	score
chr2	165382865	165382890	0.08
chr2	165382890	165383015	1
chr2	165383015	165383040	1.08
chr2	165383040	165383065	2
chr2	165383065	165383090	1.32
chr2	165383090	165383215	1
chr2	165383215	165383240	0.32
chr2	165383715	165383740	0.44
chr2	165383740	165383815	1
chr2	165383815	165383840	2.68
chr2	165383840	165383865	3.6
chr2	165383865	165383890	4.04
chr2	165383890	165383915	4.96
chr2	165383915	165383990	4
chr2	165383990	165384015	3.12
chr2	165384015	165384040	1.8
chr2	165384040	165384065	1
chr2	165384065	165384090	0.36
chr2	165384390	165384565	1
chr2	165384565	165384590	0.4
chr2	165384740	165384765	1.76
chr2	165384765	165384915	2
chr2	165384915	165384940	1.04
chr2	165385015	165385040	0.92
chr2	165385040	165385165	1
chr2	165385165	165385190	1.92
chr2	165385190	165385215	1.88
chr2	165385215	165385315	2
chr2	165385315	165385340	2.64
chr2	165385340	165385365	2.48
chr2	165385365	165385390	2
chr2	165385390	165385490	1
chr2	165385490	165385515	0.76
chr2	165385615	165385640	0.44
chr2	165385640	165385790	1
chr2	165385790	165385815	0.96
chr2	165386290	165386315	0.52
chr2	165386315	165386465	1
chr2	165386465	165386490	0.88
chr2	165386540	165386565	0.2
chr2	165386565	165386740	1
chr2	165386740	165386765	0.2
chr2	165387990	165388015	0.76
chr2	165388015	165388165	2
chr2	165388165	165388190	1.72
chr2	165388190	165388215	0.32
chr2	165388415	165388440	0.8
chr2	165388440	165388590	1
chr2	165388590	165388615	0.6
chr2	165388865	165388890	0.56
chr2	165388890	165389040	1
chr2	165389040	165389065	0.84
chr2	165389265	165389290	0.76
chr2	165389290	165389440	1
chr2	165389440	165389465	0.64
chr2	165389865	165390040	1
chr2	165390040	165390065	0.4
chr2	165390140	165390165	0.64
chr2	165390165	165390290	1
chr2	165390290	165390315	1.4
chr2	165390315	165390340	1.76
chr2	165390340	165390365	1
chr2	165390365	165390390	1.92
chr2	165390390	165390440	2
chr2	165390440	165390490	3
chr2	165390490	165390540	2
chr2	165390540	165390565	1.48
chr2	165390565	165390615	1
chr2	165390615	165390640	0.4
chr2	165390665	165390690	0.8
chr2	165390690	165390840	1
chr2	165390840	165390865	0.6
chr2	165390965	165390990	0.4
chr2	165390990	165391165	1
chr2	165391190	165391215	0.92
chr2	165391215	165391365	1
chr2	165391365	165391390	0.48
chr2	165391415	165391440	0.68
chr2	165391440	165391565	1
chr2	165391565	165391590	1.8
chr2	165391590	165391615	1.72
chr2	165391615	165391640	1
chr2	165391640	165391665	1.28
chr2	165391665	165391715	4
chr2	165391715	165391740	4.52
chr2	165391740	165391765	5.6
chr2	165391765	165391840	5
chr2	165391840	165391865	3.88
chr2	165391865	165391915	3
chr2	165391915	165391940	1.28
chr2	165391940	165391990	1
chr2	165391990	165392015	1.12
chr2	165392015	165392040	1.44
chr2	165392040	165392090	1
chr2	165392090	165392115	1.24
chr2	165392115	165392190	2
chr2	165392190	165392215	2.32
chr2	165392215	165392290	3
