chromosome	start	end	score
chr2	165329365	165329367	0.072155
chr2	165329367	165329368	0.078981
chr2	165329368	165329371	0.076945
chr2	165329371	165329376	0.081376
chr2	165329376	165329377	0.083113
chr2	165329377	165329378	0.089759
chr2	165329378	165329380	0.100957
chr2	165329380	165329381	0.102814
chr2	165329381	165329384	0.100598
chr2	165329384	165329388	0.103292
chr2	165329388	165329389	0.102993
chr2	165329389	165329392	0.10497
chr2	165329392	165329395	0.106347
chr2	165329395	165329396	0.108263
chr2	165329396	165329399	0.106647
chr2	165329399	165329404	0.108742
chr2	165329404	165329410	0.105868
chr2	165329410	165329417	0.107845
chr2	165329417	165329420	0.108145
chr2	165329420	165329421	0.106707
chr2	165329421	165329423	0.104432
chr2	165329423	165329424	0.099822
chr2	165329424	165329425	0.102816
chr2	165329425	165329427	0.098864
chr2	165329427	165329428	0.096289
chr2	165329428	165329432	0.086229
chr2	165329432	165329433	0.084732
chr2	165329433	165329440	0.082756
chr2	165329440	165329445	0.0812
chr2	165329445	165329447	0.074194
chr2	165329447	165329449	0.071439
chr2	165329449	165329451	0.069582
chr2	165329451	165329452	0.067486
chr2	165329452	165329459	0.077365
chr2	165329459	165329460	0.07503
chr2	165329460	165329461	0.082695
chr2	165329461	165329462	0.07497
chr2	165329462	165329466	0.076826
chr2	165329466	165329467	0.079042
chr2	165329467	165329468	0.074013
chr2	165329468	165329471	0.076768
chr2	165329471	165329474	0.072336
chr2	165329474	165329476	0.074432
chr2	165329476	165329477	0.072695
chr2	165329477	165329478	0.066109
chr2	165329478	165329480	0.054851
chr2	165329480	165329481	0.049042
chr2	165329481	165329484	0.054492
chr2	165329484	165329487	0.051797
chr2	165329487	165329488	0.054851
chr2	165329488	165329489	0.051497
chr2	165329489	165329492	0.049521
chr2	165329492	165329493	0.048144
chr2	165329493	165329495	0.051437
chr2	165329495	165329496	0.052874
chr2	165329496	165329497	0.055688
chr2	165329497	165329499	0.066407
chr2	165329499	165329501	0.064312
chr2	165329501	165329511	0.066408
chr2	165329511	165329514	0.064371
chr2	165329514	165329515	0.066048
chr2	165329515	165329517	0.07
chr2	165329517	165329520	0.066946
chr2	165329520	165329521	0.068682
chr2	165329521	165329522	0.071437
chr2	165329522	165329523	0.073713
chr2	165329523	165329524	0.077366
chr2	165329524	165329529	0.074372
chr2	165329529	165329534	0.075869
chr2	165329534	165329536	0.073893
chr2	165329536	165329540	0.075988
chr2	165329540	165329545	0.072635
chr2	165329545	165329546	0.074252
chr2	165329546	165329550	0.077305
chr2	165329550	165329551	0.074192
chr2	165329551	165329552	0.08557
chr2	165329552	165329557	0.080241
chr2	165329557	165329559	0.083176
chr2	165329559	165329560	0.085211
chr2	165329560	165329561	0.077547
chr2	165329561	165329562	0.080421
chr2	165329562	165329563	0.078565
chr2	165329563	165329565	0.082517
chr2	165329565	165329566	0.082577
chr2	165329566	165329568	0.08096
chr2	165329568	165329571	0.075989
chr2	165329571	165329574	0.082697
chr2	165329574	165329576	0.080601
chr2	165329576	165329578	0.084493
chr2	165329578	165329580	0.089822
chr2	165329580	165329582	0.090241
chr2	165329582	165329583	0.097066
chr2	165329583	165329584	0.099641
chr2	165329584	165329585	0.101916
chr2	165329585	165329586	0.102336
chr2	165329586	165329589	0.109761
chr2	165329589	165329593	0.111438
chr2	165329593	165329594	0.108144
chr2	165329594	165329596	0.098922
chr2	165329596	165329599	0.100181
chr2	165329599	165329601	0.102696
chr2	165329601	165329605	0.102037
chr2	165329605	165329612	0.108265
chr2	165329612	165329613	0.105989
chr2	165329613	165329614	0.104552
chr2	165329614	165329615	0.102875
chr2	165329615	165329620	0.098983
chr2	165329620	165329621	0.097247
chr2	165329621	165329622	0.092635
chr2	165329622	165329626	0.090839
chr2	165329626	165329629	0.092755
chr2	165329629	165329634	0.091258
chr2	165329634	165329636	0.093294
chr2	165329636	165329641	0.089762
chr2	165329641	165329645	0.091259
chr2	165329645	165329646	0.089642
chr2	165329646	165329651	0.086648
chr2	165329651	165329657	0.07521
chr2	165329657	165329658	0.074551
chr2	165329658	165329659	0.077245
chr2	165329659	165329661	0.07521
chr2	165329661	165329662	0.072335
chr2	165329662	165329663	0.074432
chr2	165329663	165329665	0.070479
chr2	165329665	165329666	0.071797
chr2	165329666	165329667	0.071078
chr2	165329667	165329668	0.073054
chr2	165329668	165329671	0.074491
chr2	165329671	165329676	0.067904
chr2	165329676	165329677	0.063952
chr2	165329677	165329680	0.058624
chr2	165329680	165329681	0.056827
chr2	165329681	165329683	0.050001
chr2	165329683	165329684	0.047487
chr2	165329684	165329685	0.045151
chr2	165329685	165329686	0.041738
chr2	165329686	165329689	0.042098
chr2	165329689	165329690	0.040422
chr2	165329690	165329696	0.045512
chr2	165329696	165329698	0.038565
chr2	165329698	165329701	0.03599
chr2	165329701	165329705	0.039643
chr2	165329705	165329713	0.034912
chr2	165329713	165329715	0.037786
chr2	165329715	165329717	0.0406
chr2	165329717	165329718	0.042216
chr2	165329718	165329723	0.046827
chr2	165329723	165329725	0.049282
chr2	165329725	165329726	0.046468
chr2	165329726	165329733	0.044552
chr2	165329733	165329734	0.042097
chr2	165329734	165329737	0.040001
chr2	165329737	165329738	0.043294
chr2	165329738	165329741	0.04533
chr2	165329741	165329742	0.043773
chr2	165329742	165329745	0.051619
chr2	165329745	165329753	0.054972
chr2	165329753	165329755	0.056649
chr2	165329755	165329756	0.057727
chr2	165329756	165329758	0.059104
chr2	165329758	165329760	0.05635
chr2	165329760	165329761	0.057727
chr2	165329761	165329765	0.05569
chr2	165329765	165329766	0.052577
chr2	165329766	165329767	0.054733
chr2	165329767	165329768	0.052756
chr2	165329768	165329776	0.051379
chr2	165329776	165329785	0.053894
chr2	165329785	165329786	0.056469
chr2	165329786	165329787	0.052575
chr2	165329787	165329789	0.054791
chr2	165329789	165329790	0.061019
chr2	165329790	165329792	0.055929
chr2	165329792	165329794	0.057965
chr2	165329794	165329799	0.060061
chr2	165329799	165329801	0.062755
chr2	165329801	165329805	0.059103
chr2	165329805	165329806	0.061558
chr2	165329806	165329807	0.064612
chr2	165329807	165329810	0.068505
chr2	165329810	165329813	0.07054
chr2	165329813	165329817	0.067666
chr2	165329817	165329818	0.06605
chr2	165329818	165329819	0.061439
chr2	165329819	165329826	0.064073
chr2	165329826	165329827	0.067367
chr2	165329827	165329828	0.080122
chr2	165329828	165329829	0.082756
chr2	165329829	165329830	0.085511
chr2	165329830	165329831	0.087607
chr2	165329831	165329836	0.089343
chr2	165329836	165329837	0.09114
chr2	165329837	165329838	0.087847
chr2	165329838	165329841	0.092277
chr2	165329841	165329845	0.086528
chr2	165329845	165329849	0.091019
chr2	165329849	165329850	0.094851
chr2	165329850	165329851	0.096289
chr2	165329851	165329853	0.098924
chr2	165329853	165329855	0.097247
chr2	165329855	165329856	0.092756
chr2	165329856	165329859	0.091439
chr2	165329859	165329860	0.093235
chr2	165329860	165329861	0.091858
chr2	165329861	165329863	0.094853
chr2	165329863	165329866	0.108087
chr2	165329866	165329869	0.108446
chr2	165329869	165329876	0.110721
chr2	165329876	165329878	0.110182
chr2	165329878	165329885	0.114673
chr2	165329885	165329886	0.109943
chr2	165329886	165329887	0.105991
chr2	165329887	165329889	0.107368
chr2	165329889	165329892	0.10114
chr2	165329892	165329894	0.099044
chr2	165329894	165329899	0.096948
chr2	165329899	165329900	0.094254
chr2	165329900	165329903	0.10671
chr2	165329903	165329904	0.108386
chr2	165329904	165329905	0.104972
chr2	165329905	165329906	0.107428
chr2	165329906	165329907	0.11108
chr2	165329907	165329910	0.104434
chr2	165329910	165329917	0.102458
chr2	165329917	165329918	0.105153
chr2	165329918	165329922	0.106829
chr2	165329922	165329923	0.108806
chr2	165329923	165329924	0.112638
chr2	165329924	165329926	0.117428
chr2	165329926	165329927	0.114135
chr2	165329927	165329928	0.108266
chr2	165329928	165329929	0.105631
chr2	165329929	165329930	0.107308
chr2	165329930	165329931	0.105212
chr2	165329931	165329932	0.106589
chr2	165329932	165329933	0.107967
chr2	165329933	165329934	0.112457
chr2	165329934	165329936	0.114552
chr2	165329936	165329938	0.112695
chr2	165329938	165329939	0.107845
chr2	165329939	165329941	0.11066
chr2	165329941	165329942	0.108564
chr2	165329942	165329945	0.109941
chr2	165329945	165329949	0.10551
chr2	165329949	165329950	0.101677
chr2	165329950	165329951	0.102575
chr2	165329951	165329959	0.101617
chr2	165329959	165329960	0.09982
chr2	165329960	165329961	0.101916
chr2	165329961	165329962	0.098922
chr2	165329962	165329963	0.100839
chr2	165329963	165329964	0.088982
chr2	165329964	165329966	0.091976
chr2	165329966	165329967	0.094012
chr2	165329967	165329969	0.096048
chr2	165329969	165329970	0.093772
chr2	165329970	165329971	0.097305
chr2	165329971	165329973	0.103174
chr2	165329973	165329975	0.105269
chr2	165329975	165329976	0.102575
chr2	165329976	165329978	0.100599
chr2	165329978	165329979	0.098802
chr2	165329979	165329980	0.102815
chr2	165329980	165329981	0.107185
chr2	165329981	165329983	0.112275
chr2	165329983	165329987	0.113293
chr2	165329987	165329992	0.111856
chr2	165329992	165329993	0.114012
chr2	165329993	165329996	0.12527
chr2	165329996	165329998	0.127845
chr2	165329998	165330000	0.124911
chr2	165330000	165330003	0.113653
chr2	165330003	165330005	0.118144
chr2	165330005	165330006	0.113832
chr2	165330006	165330009	0.108503
chr2	165330009	165330015	0.110479
chr2	165330015	165330017	0.111736
chr2	165330017	165330018	0.112634
chr2	165330018	165330022	0.113593
chr2	165330022	165330023	0.111616
chr2	165330023	165330024	0.107784
chr2	165330024	165330025	0.103053
chr2	165330025	165330027	0.105748
chr2	165330027	165330028	0.098862
chr2	165330028	165330029	0.101676
chr2	165330029	165330031	0.101616
chr2	165330031	165330032	0.102095
chr2	165330032	165330033	0.100658
chr2	165330033	165330034	0.096168
chr2	165330034	165330035	0.094072
chr2	165330035	165330038	0.101078
chr2	165330038	165330039	0.099402
chr2	165330039	165330042	0.096588
chr2	165330042	165330049	0.097246
chr2	165330049	165330050	0.101138
chr2	165330050	165330051	0.101796
chr2	165330051	165330052	0.101376
chr2	165330052	165330053	0.103053
chr2	165330053	165330054	0.107423
chr2	165330054	165330057	0.108801
chr2	165330057	165330058	0.114011
chr2	165330058	165330060	0.1191
chr2	165330060	165330061	0.117004
chr2	165330061	165330063	0.115028
chr2	165330063	165330064	0.11359
chr2	165330064	165330066	0.110596
chr2	165330066	165330067	0.106106
chr2	165330067	165330070	0.104129
chr2	165330070	165330071	0.104788
chr2	165330071	165330073	0.098919
chr2	165330073	165330074	0.0988
chr2	165330074	165330076	0.101315
chr2	165330076	165330077	0.102512
chr2	165330077	165330079	0.105207
chr2	165330079	165330080	0.104248
chr2	165330080	165330081	0.099937
chr2	165330081	165330083	0.096344
chr2	165330083	165330092	0.095326
chr2	165330092	165330093	0.093171
chr2	165330093	165330096	0.081972
chr2	165330096	165330099	0.081014
chr2	165330099	165330104	0.081613
chr2	165330104	165330105	0.08329
chr2	165330105	165330108	0.091614
chr2	165330108	165330109	0.09353
chr2	165330109	165330110	0.091614
chr2	165330110	165330111	0.095745
chr2	165330111	165330115	0.098559
chr2	165330115	165330116	0.097302
chr2	165330116	165330117	0.098978
chr2	165330117	165330118	0.095445
chr2	165330118	165330120	0.104186
chr2	165330120	165330125	0.109335
chr2	165330125	165330127	0.118916
chr2	165330127	165330128	0.11712
chr2	165330128	165330129	0.114306
chr2	165330129	165330131	0.115503
chr2	165330131	165330133	0.108797
chr2	165330133	165330134	0.098258
chr2	165330134	165330135	0.099036
chr2	165330135	165330139	0.095204
chr2	165330139	165330141	0.09712
chr2	165330141	165330142	0.111491
chr2	165330142	165330147	0.113227
chr2	165330147	165330149	0.118556
chr2	165330149	165330150	0.116701
chr2	165330150	165330151	0.113767
chr2	165330151	165330152	0.11239
chr2	165330152	165330153	0.110713
chr2	165330153	165330154	0.106343
chr2	165330154	165330157	0.109338
chr2	165330157	165330158	0.104128
chr2	165330158	165330166	0.099038
chr2	165330166	165330167	0.10293
chr2	165330167	165330170	0.105505
chr2	165330170	165330171	0.101374
chr2	165330171	165330172	0.105326
chr2	165330172	165330173	0.10838
chr2	165330173	165330174	0.106403
chr2	165330174	165330175	0.103888
chr2	165330175	165330176	0.108798
chr2	165330176	165330177	0.117481
chr2	165330177	165330179	0.133528
chr2	165330179	165330180	0.130475
chr2	165330180	165330185	0.136104
chr2	165330185	165330186	0.138139
chr2	165330186	165330187	0.141911
chr2	165330187	165330190	0.145264
chr2	165330190	165330192	0.151372
chr2	165330192	165330193	0.153108
chr2	165330193	165330196	0.154905
chr2	165330196	165330198	0.153288
chr2	165330198	165330199	0.156043
chr2	165330199	165330200	0.150893
chr2	165330200	165330202	0.155144
chr2	165330202	165330203	0.156821
chr2	165330203	165330204	0.161193
chr2	165330204	165330205	0.159516
chr2	165330205	165330207	0.151192
chr2	165330207	165330208	0.153827
chr2	165330208	165330210	0.152629
chr2	165330210	165330211	0.148498
chr2	165330211	165330212	0.149097
chr2	165330212	165330216	0.16772
chr2	165330216	165330218	0.166044
chr2	165330218	165330220	0.157303
chr2	165330220	165330221	0.155207
chr2	165330221	165330223	0.154489
chr2	165330223	165330225	0.1588
chr2	165330225	165330226	0.15898
chr2	165330226	165330229	0.16359
chr2	165330229	165330230	0.157961
chr2	165330230	165330234	0.162093
chr2	165330234	165330239	0.162631
chr2	165330239	165330240	0.160715
chr2	165330240	165330241	0.162093
chr2	165330241	165330242	0.147722
chr2	165330242	165330243	0.143949
chr2	165330243	165330245	0.147483
chr2	165330245	165330247	0.150057
chr2	165330247	165330249	0.149819
chr2	165330249	165330251	0.152274
chr2	165330251	165330254	0.160657
chr2	165330254	165330257	0.160298
chr2	165330257	165330260	0.162813
chr2	165330260	165330261	0.16419
chr2	165330261	165330262	0.165927
chr2	165330262	165330266	0.172155
chr2	165330266	165330267	0.174251
chr2	165330267	165330269	0.175329
chr2	165330269	165330271	0.175269
chr2	165330271	165330272	0.171317
chr2	165330272	165330273	0.168263
chr2	165330273	165330275	0.172335
chr2	165330275	165330276	0.167425
chr2	165330276	165330277	0.157904
chr2	165330277	165330280	0.144192
chr2	165330280	165330282	0.138563
chr2	165330282	165330285	0.140958
chr2	165330285	165330286	0.138923
chr2	165330286	165330287	0.135151
chr2	165330287	165330289	0.131797
chr2	165330289	165330290	0.133654
chr2	165330290	165330291	0.133714
chr2	165330291	165330292	0.138564
chr2	165330292	165330293	0.139103
chr2	165330293	165330297	0.137307
chr2	165330297	165330298	0.144373
chr2	165330298	165330300	0.141559
chr2	165330300	165330301	0.138864
chr2	165330301	165330302	0.139283
chr2	165330302	165330305	0.134911
chr2	165330305	165330306	0.136289
chr2	165330306	165330307	0.144492
chr2	165330307	165330308	0.146409
chr2	165330308	165330309	0.148266
chr2	165330309	165330311	0.149883
chr2	165330311	165330312	0.146469
chr2	165330312	165330314	0.13102
chr2	165330314	165330315	0.133236
chr2	165330315	165330317	0.134613
chr2	165330317	165330318	0.131979
chr2	165330318	165330319	0.129284
chr2	165330319	165330320	0.131919
chr2	165330320	165330323	0.133715
chr2	165330323	165330325	0.129404
chr2	165330325	165330326	0.127487
chr2	165330326	165330328	0.122877
chr2	165330328	165330330	0.13102
chr2	165330330	165330333	0.128565
chr2	165330333	165330336	0.125871
chr2	165330336	165330338	0.129883
chr2	165330338	165330340	0.132159
chr2	165330340	165330341	0.130782
chr2	165330341	165330342	0.134735
chr2	165330342	165330343	0.140063
chr2	165330343	165330344	0.13653
chr2	165330344	165330345	0.138746
chr2	165330345	165330347	0.142758
chr2	165330347	165330348	0.135153
chr2	165330348	165330349	0.135812
chr2	165330349	165330351	0.13132
chr2	165330351	165330352	0.122997
chr2	165330352	165330354	0.127848
chr2	165330354	165330356	0.123716
chr2	165330356	165330357	0.127009
chr2	165330357	165330358	0.128146
chr2	165330358	165330359	0.130062
chr2	165330359	165330360	0.134254
chr2	165330360	165330361	0.132877
chr2	165330361	165330362	0.13114
chr2	165330362	165330363	0.127547
chr2	165330363	165330366	0.130361
chr2	165330366	165330367	0.125032
chr2	165330367	165330368	0.123535
chr2	165330368	165330369	0.127127
chr2	165330369	165330372	0.127126
chr2	165330372	165330373	0.132216
chr2	165330373	165330376	0.128144
chr2	165330376	165330377	0.129641
chr2	165330377	165330379	0.124611
chr2	165330379	165330382	0.126706
chr2	165330382	165330389	0.124311
chr2	165330389	165330390	0.122515
chr2	165330390	165330391	0.116347
chr2	165330391	165330392	0.111497
chr2	165330392	165330394	0.109282
chr2	165330394	165330397	0.113832
chr2	165330397	165330398	0.112034
chr2	165330398	165330399	0.116526
chr2	165330399	165330400	0.128502
chr2	165330400	165330401	0.126945
chr2	165330401	165330402	0.124849
chr2	165330402	165330404	0.128083
chr2	165330404	165330405	0.140837
chr2	165330405	165330406	0.144849
chr2	165330406	165330407	0.136705
chr2	165330407	165330408	0.132273
chr2	165330408	165330409	0.130477
chr2	165330409	165330411	0.12886
chr2	165330411	165330412	0.131795
chr2	165330412	165330413	0.126345
chr2	165330413	165330419	0.124968
chr2	165330419	165330420	0.126346
chr2	165330420	165330421	0.127184
chr2	165330421	165330424	0.133351
chr2	165330424	165330427	0.137243
chr2	165330427	165330428	0.139339
chr2	165330428	165330430	0.131196
chr2	165330430	165330432	0.12952
chr2	165330432	165330434	0.132873
chr2	165330434	165330436	0.135687
chr2	165330436	165330438	0.131735
chr2	165330438	165330440	0.129519
chr2	165330440	165330441	0.134549
chr2	165330441	165330442	0.130656
chr2	165330442	165330444	0.125267
chr2	165330444	165330445	0.123051
chr2	165330445	165330446	0.11904
chr2	165330446	165330447	0.118321
chr2	165330447	165330452	0.122273
chr2	165330452	165330456	0.117482
chr2	165330456	165330457	0.114188
chr2	165330457	165330458	0.110536
chr2	165330458	165330459	0.10862
chr2	165330459	165330463	0.104428
chr2	165330463	165330466	0.101614
chr2	165330466	165330467	0.100955
chr2	165330467	165330468	0.09886
chr2	165330468	165330469	0.097064
chr2	165330469	165330470	0.092753
chr2	165330470	165330472	0.094429
chr2	165330472	165330475	0.0894
chr2	165330475	165330476	0.091077
chr2	165330476	165330479	0.08958
chr2	165330479	165330494	0.087484
chr2	165330494	165330497	0.082874
chr2	165330497	165330498	0.077545
chr2	165330498	165330499	0.073053
chr2	165330499	165330502	0.061077
chr2	165330502	165330504	0.05467
chr2	165330504	165330510	0.039581
chr2	165330510	165330511	0.042994
chr2	165330511	165330519	0.04006
chr2	165330519	165330520	0.042634
chr2	165330520	165330521	0.043592
chr2	165330521	165330522	0.045149
chr2	165330522	165330527	0.041197
chr2	165330527	165330532	0.039101
chr2	165330532	165330533	0.035748
chr2	165330533	165330539	0.032934
chr2	165330539	165330540	0.036526
chr2	165330540	165330546	0.031497
chr2	165330546	165330547	0.033712
chr2	165330547	165330549	0.02982
chr2	165330549	165330553	0.038323
chr2	165330553	165330563	0.042873
chr2	165330563	165330566	0.045089
chr2	165330566	165330568	0.046645
chr2	165330568	165330570	0.044789
chr2	165330570	165330574	0.043113
chr2	165330574	165330575	0.051974
chr2	165330575	165330607	0.050297
chr2	165330607	165330610	0.052992
chr2	165330610	165330619	0.049578
chr2	165330619	165330620	0.045626
chr2	165330620	165330621	0.042034
chr2	165330621	165330625	0.035866
chr2	165330625	165330628	0.037542
chr2	165330628	165330632	0.040356
chr2	165330632	165330633	0.046164
chr2	165330633	165330635	0.050116
chr2	165330635	165330639	0.052272
chr2	165330639	165330640	0.054548
chr2	165330640	165330646	0.058081
chr2	165330646	165330649	0.055925
chr2	165330649	165330650	0.047363
chr2	165330650	165330652	0.049399
chr2	165330652	165330653	0.044848
chr2	165330653	165330663	0.047662
chr2	165330663	165330666	0.045446
chr2	165330666	165330667	0.04389
chr2	165330667	165330668	0.081734
chr2	165330668	165330669	0.085027
chr2	165330669	165330673	0.089938
chr2	165330673	165330674	0.095626
chr2	165330674	165330676	0.086885
chr2	165330676	165330683	0.088681
chr2	165330683	165330684	0.092334
chr2	165330684	165330690	0.09389
chr2	165330690	165330693	0.096645
chr2	165330693	165330699	0.0994
chr2	165330699	165330707	0.103891
chr2	165330707	165330710	0.101197
chr2	165330710	165330711	0.103412
chr2	165330711	165330712	0.111197
chr2	165330712	165330714	0.123773
chr2	165330714	165330715	0.127306
chr2	165330715	165330717	0.128923
chr2	165330717	165330719	0.132216
chr2	165330719	165330721	0.134312
chr2	165330721	165330722	0.132695
chr2	165330722	165330723	0.133414
chr2	165330723	165330725	0.142396
chr2	165330725	165330728	0.14072
chr2	165330728	165330729	0.137906
chr2	165330729	165330731	0.148623
chr2	165330731	165330732	0.144672
chr2	165330732	165330734	0.138924
chr2	165330734	165330735	0.147606
chr2	165330735	165330736	0.145391
chr2	165330736	165330738	0.152695
chr2	165330738	165330739	0.162096
chr2	165330739	165330740	0.156108
chr2	165330740	165330741	0.157305
chr2	165330741	165330743	0.158742
chr2	165330743	165330746	0.161676
chr2	165330746	165330750	0.163532
chr2	165330750	165330753	0.161437
chr2	165330753	165330754	0.158623
chr2	165330754	165330759	0.163353
chr2	165330759	165330760	0.166048
chr2	165330760	165330761	0.167426
chr2	165330761	165330762	0.171917
chr2	165330762	165330764	0.134073
chr2	165330764	165330765	0.136169
chr2	165330765	165330768	0.144014
chr2	165330768	165330769	0.140721
chr2	165330769	165330773	0.14114
chr2	165330773	165330776	0.135391
chr2	165330776	165330778	0.133595
chr2	165330778	165330783	0.141079
chr2	165330783	165330784	0.13599
chr2	165330784	165330786	0.139464
chr2	165330786	165330788	0.142817
chr2	165330788	165330790	0.147488
chr2	165330790	165330792	0.144673
chr2	165330792	165330793	0.146768
chr2	165330793	165330795	0.154612
chr2	165330795	165330797	0.156049
chr2	165330797	165330799	0.158084
chr2	165330799	165330806	0.156347
chr2	165330806	165330809	0.158024
chr2	165330809	165330810	0.152754
chr2	165330810	165330811	0.150479
chr2	165330811	165330812	0.142694
chr2	165330812	165330813	0.135567
chr2	165330813	165330814	0.146705
chr2	165330814	165330815	0.143172
chr2	165330815	165330816	0.141495
chr2	165330816	165330817	0.145088
chr2	165330817	165330819	0.141794
chr2	165330819	165330821	0.139698
chr2	165330821	165330822	0.151793
chr2	165330822	165330823	0.153829
chr2	165330823	165330827	0.144787
chr2	165330827	165330829	0.146883
chr2	165330829	165330833	0.137722
chr2	165330833	165330834	0.139698
chr2	165330834	165330836	0.130956
chr2	165330836	165330837	0.123651
chr2	165330837	165330838	0.124789
chr2	165330838	165330840	0.116825
chr2	165330840	165330841	0.112094
chr2	165330841	165330843	0.110597
chr2	165330843	165330846	0.107604
chr2	165330846	165330847	0.105807
chr2	165330847	165330848	0.107783
chr2	165330848	165330849	0.111495
chr2	165330849	165330851	0.115148
chr2	165330851	165330854	0.118561
chr2	165330854	165330856	0.113831
chr2	165330856	165330858	0.118861
chr2	165330858	165330859	0.116226
chr2	165330859	165330860	0.114848
chr2	165330860	165330861	0.126465
chr2	165330861	165330864	0.122033
chr2	165330864	165330865	0.119938
chr2	165330865	165330869	0.115386
chr2	165330869	165330871	0.114009
chr2	165330871	165330878	0.117063
chr2	165330878	165330882	0.109518
chr2	165330882	165330886	0.105985
chr2	165330886	165330888	0.102572
chr2	165330888	165330890	0.097841
chr2	165330890	165330892	0.101135
chr2	165330892	165330893	0.099099
chr2	165330893	165330894	0.088382
chr2	165330894	165330897	0.086944
chr2	165330897	165330899	0.084849
chr2	165330899	165330900	0.082155
chr2	165330900	165330906	0.083472
chr2	165330906	165330913	0.081855
chr2	165330913	165330915	0.070598
chr2	165330915	165330916	0.067006
chr2	165330916	165330921	0.071796
chr2	165330921	165330922	0.061498
chr2	165330922	165330924	0.058743
chr2	165330924	165330925	0.0603
chr2	165330925	165330929	0.058204
chr2	165330929	165330933	0.056767
chr2	165330933	165330934	0.05479
chr2	165330934	165330937	0.059821
chr2	165330937	165330938	0.058743
chr2	165330938	165330940	0.057426
chr2	165330940	165330945	0.059642
chr2	165330945	165330946	0.063234
chr2	165330946	165330947	0.064492
chr2	165330947	165330948	0.067067
chr2	165330948	165330949	0.063354
chr2	165330949	165330951	0.059762
chr2	165330951	165330954	0.060001
chr2	165330954	165330955	0.063234
chr2	165330955	165330956	0.059761
chr2	165330956	165330959	0.062156
chr2	165330959	165330960	0.063833
chr2	165330960	165330965	0.052217
chr2	165330965	165330966	0.048923
chr2	165330966	165330968	0.0503
chr2	165330968	165330969	0.051977
chr2	165330969	165330970	0.0503
chr2	165330970	165330971	0.053773
chr2	165330971	165330973	0.054431
chr2	165330973	165330976	0.057245
chr2	165330976	165330977	0.062994
chr2	165330977	165330979	0.065808
chr2	165330979	165330985	0.071496
chr2	165330985	165330986	0.073413
chr2	165330986	165330990	0.075089
chr2	165330990	165330991	0.074909
chr2	165330991	165330992	0.076107
chr2	165330992	165330995	0.079879
chr2	165330995	165330999	0.081376
chr2	165330999	165331000	0.078262
chr2	165331000	165331001	0.076885
chr2	165331001	165331005	0.074909
chr2	165331005	165331007	0.076765
chr2	165331007	165331008	0.07952
chr2	165331008	165331013	0.082094
chr2	165331013	165331016	0.083472
chr2	165331016	165331021	0.078681
chr2	165331021	165331023	0.076885
chr2	165331023	165331025	0.075328
chr2	165331025	165331029	0.077304
chr2	165331029	165331032	0.079579
chr2	165331032	165331034	0.082214
chr2	165331034	165331040	0.077123
chr2	165331040	165331043	0.074907
chr2	165331043	165331045	0.077003
chr2	165331045	165331046	0.069518
chr2	165331046	165331047	0.06832
chr2	165331047	165331050	0.063889
chr2	165331050	165331051	0.067122
chr2	165331051	165331053	0.064907
chr2	165331053	165331054	0.067961
chr2	165331054	165331058	0.065865
chr2	165331058	165331059	0.071075
chr2	165331059	165331066	0.069398
chr2	165331066	165331068	0.070836
chr2	165331068	165331069	0.069159
chr2	165331069	165331070	0.066943
chr2	165331070	165331071	0.06341
chr2	165331071	165331072	0.059698
chr2	165331072	165331073	0.061315
chr2	165331073	165331074	0.058501
chr2	165331074	165331075	0.065087
chr2	165331075	165331076	0.068739
chr2	165331076	165331077	0.064667
chr2	165331077	165331079	0.061853
chr2	165331079	165331081	0.057722
chr2	165331081	165331085	0.061555
chr2	165331085	165331086	0.059638
chr2	165331086	165331091	0.057962
chr2	165331091	165331092	0.056764
chr2	165331092	165331093	0.054968
chr2	165331093	165331095	0.05868
chr2	165331095	165331101	0.063231
chr2	165331101	165331102	0.068919
chr2	165331102	165331105	0.070117
chr2	165331105	165331107	0.06826
chr2	165331107	165331108	0.069158
chr2	165331108	165331113	0.0685
chr2	165331113	165331114	0.069218
chr2	165331114	165331116	0.071314
chr2	165331116	165331118	0.076284
chr2	165331118	165331124	0.085145
chr2	165331124	165331125	0.083169
chr2	165331125	165331127	0.086702
chr2	165331127	165331129	0.090595
chr2	165331129	165331131	0.08832
chr2	165331131	165331132	0.103469
chr2	165331132	165331133	0.100775
chr2	165331133	165331135	0.105207
chr2	165331135	165331136	0.106883
chr2	165331136	165331140	0.110835
chr2	165331140	165331143	0.113649
chr2	165331143	165331148	0.111554
chr2	165331148	165331151	0.108321
chr2	165331151	165331153	0.106883
chr2	165331153	165331154	0.10383
chr2	165331154	165331158	0.102632
chr2	165331158	165331162	0.100058
chr2	165331162	165331163	0.103591
chr2	165331163	165331165	0.110537
chr2	165331165	165331166	0.112753
chr2	165331166	165331172	0.109939
chr2	165331172	165331174	0.110478
chr2	165331174	165331175	0.10461
chr2	165331175	165331176	0.102035
chr2	165331176	165331178	0.100359
chr2	165331178	165331179	0.104849
chr2	165331179	165331181	0.110118
chr2	165331181	165331186	0.106285
chr2	165331186	165331192	0.104489
chr2	165331192	165331195	0.105627
chr2	165331195	165331201	0.099639
chr2	165331201	165331202	0.096825
chr2	165331202	165331203	0.095567
chr2	165331203	165331206	0.09952
chr2	165331206	165331207	0.102394
chr2	165331207	165331208	0.098742
chr2	165331208	165331212	0.096825
